ID	Disease Name	MeSH Scope Note
D052958	Tarlov Cysts	Perineurial cysts commonly found in the SACRAL REGION. They arise from the PERINEURIUM membrane within the SPINAL NERVE ROOTS. The distinctive feature of the cysts is the presence of spinal nerve root fibers within the cyst wall, or the cyst cavity itself.
D053018	Pyonephrosis	Distention of KIDNEY with the presence of PUS and suppurative destruction of the renal parenchyma. It is often associated with renal obstruction and can lead to total or nearly total loss of renal function.
D053039	Ureterolithiasis	Formation of stones in the URETER.
D053040	Nephrolithiasis	Formation of stones in the KIDNEY.
D053098	Familial Hypophosphatemic Rickets	A hereditary disorder characterized by HYPOPHOSPHATEMIA; RICKETS; OSTEOMALACIA; renal defects in phosphate reabsorption and vitamin D metabolism; and growth retardation. Autosomal and X-linked dominant and recessive variants have been reported.
D053099	Azotemia	A biochemical abnormality referring to an elevation of BLOOD UREA NITROGEN and CREATININE. Azotemia can be produced by KIDNEY DISEASES or other extrarenal disorders. When azotemia becomes associated with a constellation of clinical signs, it is termed UREMIA.
D053120	Respiratory Aspiration	Inhaling liquid or solids, such as stomach contents, into the RESPIRATORY TRACT. When this causes severe lung damage, it is called ASPIRATION PNEUMONIA.
D053158	Nocturia	Frequent URINATION at night that interrupts sleep. It is often associated with outflow obstruction, DIABETES MELLITUS, or bladder inflammation (CYSTITIS).
D053159	Dysuria	Painful URINATION. It is often associated with infections of the lower URINARY TRACT.
D053201	Urinary Bladder, Overactive	Symptom of overactive detrusor muscle of the URINARY BLADDER that contracts with abnormally high frequency and urgency. Overactive bladder is characterized by the frequent feeling of needing to urinate during the day, during the night, or both. URINARY INCONTINENCE may or may not be present.
D053202	Urinary Incontinence, Urge	Involuntary discharge of URINE that is associated with an abrupt and strong desire to void. It is usually related to the involuntary contractions of the detrusor muscle of the bladder (detrusor hyperreflexia or detrusor instability).
D053206	Nocturnal Enuresis	Involuntary discharge of URINE during sleep at night after expected age of completed development of urinary control.
D053207	Diurnal Enuresis	Involuntary discharge of URINE during the daytime while one is awake.
D053306	Hyper-IgM Immunodeficiency Syndrome	A rare inherited immunodeficiency syndrome characterized by normal or elevated serum IMMUNOGLOBULIN M levels with absence of IMMUNOGLOBULIN G; IMMUNOGLOBULIN A; and IMMUNOGLOBULIN E. It results in a profound susceptibility to BACTERIAL INFECTIONS and an increased susceptibility to OPPORTUNISTIC INFECTIONS. Several subtypes of hyper-IgM immunodeficiency syndrome exist depending upon the location of genetic mutation.
D053307	Hyper-IgM Immunodeficiency Syndrome, Type 1	An X-linked hyper-IgM immunodeficiency subtype resulting from mutation in the gene encoding CD40 LIGAND.
D053358	Ectodermal Dysplasia 1, Anhidrotic	An X-linked form of ectodermal dysplasia which results from mutations of the gene encoding ECTODYSPLASIN.
D053359	Ectodermal Dysplasia 3, Anhidrotic	An autosomal dominant form of ectodermal dysplasia which is due to mutations in the gene for the EDAR RECEPTOR.
D053360	Ectodermal Dysplasia, Hypohidrotic, Autosomal Recessive	An autosomal recessive form of ectodermal dysplasia which is due to mutations in the gene for the EDAR RECEPTOR or EDAR-ASSOCIATED DEATH DOMAIN PROTEIN.
D053421	Hand-Arm Vibration Syndrome	An occupational disorder resulting from prolonged exposure to vibration, affecting the fingers, hands, and forearms. It occurs in workers who regularly use vibrating tools such as jackhammers, power chain saws, riveters, etc. Symptoms include episodic finger blanching, NUMBNESS, tingling, and loss of nerve sensitivity.
D053447	Channelopathies	A variety of neuromuscular conditions resulting from MUTATIONS in ION CHANNELS manifesting as episodes of EPILEPSY; HEADACHE DISORDERS; and DYSKINESIAS.
D053448	Prostatism	Lower urinary tract symptom, such as slow urinary stream, associated with PROSTATIC HYPERPLASIA in older men.
D053489	Mink Viral Enteritis	A highly contagious parvovirus infection in mink, caused by MINK ENTERITIS VIRUS or the closely related FELINE PANLEUKOPENIA VIRUS or CANINE PARVOVIRUS. Transmission usually occurs by the fecal/oral route.
D053529	Leukokeratosis, Hereditary Mucosal	An autosomal dominant disorder that is manifested by thickened spongiform ORAL MUCOSA with a white opalescent tint. Other MUCOSAL TISSUE may also be involved mucosa found in the VAGINA; RECTUM, and NASAL CAVITY may be similarly involved. This form of LEUKOKERATOSIS can be caused by a mutation in the gene for KERATIN 4 and is not considered a PRENEOPLASTIC CONDITION.
D053546	Keratoderma, Palmoplantar, Epidermolytic	An autosomal dominant hereditary skin disease characterized by epidermolytic hyperkeratosis that is strictly confined to the palms and soles. It has been associated with mutations in the gene that codes for KERATIN-9.
D053549	Pachyonychia Congenita	A group of inherited ectodermal dysplasias whose most prominent clinical feature is hypertrophic nail dystrophy resulting in PACHYONYCHIA. Several specific subtypes of pachyonychia congenita have been associated with mutations in genes that encode KERATINS.
D053559	Corneal Dystrophy, Juvenile Epithelial of Meesmann	An autosomal dominant form of hereditary corneal dystrophy due to a defect in cornea-specific KERATIN formation. Mutations in the genes that encode KERATIN-3 and KERATIN-12 have been linked to this disorder.
D053560	Ichthyosis Bullosa of Siemens	An autosomal dominant form of ichthyosis characterized by generalized reddening of the skin (ERYTHEMA) and widespread blistering. The disease shows similar, but somewhat milder, clinical and histopathological findings to those in HYPERKERATOSIS, EPIDERMOLYTIC and is associated with the gene that encodes KERATIN-2A.
D053565	Hypercalciuria	Excretion of abnormally high level of CALCIUM in the URINE, greater than 4 mg/kg/day.
D053570	Porcine Postweaning Multisystemic Wasting Syndrome	A worldwide emerging disease of weaned piglets first recognized in swine herds in western Canada in 1997. This syndrome is characterized by progressive weight loss, rapid (tachypnea) and difficult (dyspnea) breathing, and yellowing of skin. PMWS is caused by PORCINE CIRCOVIRUS infection, specifically type 2 or PCV-2.
D053578	Opsoclonus-Myoclonus Syndrome	A neurological condition that is characterized by uncontrolled rapid irregular movements of the eye (OPSOCLONUS) and the muscle (MYOCLONUS) causing unsteady, trembling gait. It is also known as dancing eyes-dancing feet syndrome and is often associated with neoplasms, viral infections, or autoimmune disorders involving the nervous system.
D053579	Gitelman Syndrome	An inherited renal disorder characterized by defective NaCl reabsorption in the convoluted DISTAL KIDNEY TUBULE leading to HYPOKALEMIA. In contrast with BARTTER SYNDROME, Gitelman syndrome includes hypomagnesemia and normocalcemic hypocalciuria, and is caused by mutations in the thiazide-sensitive SODIUM-POTASSIUM-CHLORIDE SYMPORTERS.
D053584	Urinoma	An encapsulated accumulation of URINE in the retroperitoneal area. It has the appearance of a cyst (CYSTS). Urinoma is usually caused by URETERAL OBSTRUCTION, renal trauma or perforation of the renal collecting system.
D053589	Nuchal Cord	A complication of pregnancy in which the UMBILICAL CORD wraps around the fetal neck once or multiple times. In some cases, cord entanglement around fetal neck may not affect pregnancy outcome significantly. In others, the nuchal cord may lead to restricted fetal blood flow, oxygen transport, fetal development, fetal movement, and complicated delivery at birth.
D053591	Pain, Referred	A type of pain that is perceived in an area away from the site where the pain arises, such as facial pain caused by lesion of the VAGUS NERVE, or throat problem generating referred pain in the ear.
D053608	Stupor	A state of reduced sensibility and response to stimuli which is distinguished from COMA in that the person can be aroused by vigorous and repeated stimulation. The person is still conscious and can make voluntary movements. It can be induced by CENTRAL NERVOUS SYSTEM AGENTS. The word derives from Latin stupere and is related to stunned, stupid, dazed or LETHARGY.
D053609	Lethargy	A general state of sluggishness, listless, or uninterested, with being tired, and having difficulty concentrating and doing simple tasks. It may be related to DEPRESSION or DRUG ADDICTION.
D053627	Asthenozoospermia	A condition in which the percentage of motile sperm is abnormally low.
D053632	X-Linked Combined Immunodeficiency Diseases	Forms of combined immunodeficiency caused by mutations in the gene for INTERLEUKIN RECEPTOR COMMON GAMMA SUBUNIT. Both severe and non-severe subtypes of the disease have been identified.
D053653	Pyelocystitis	Inflammation of the KIDNEY PELVIS and the URINARY BLADDER.
D053682	Tendon Entrapment	Narrowing or stenosis of a tendon's retinacular sheath. It occurs most often in the hand or wrist but can also be found in the foot or ankle. The most common types are DE QUERVAIN DISEASE and TRIGGER FINGER DISORDER.
D053684	De Quervain Disease	Stenosing tenosynovitis of the abductor pollicis longus and extensor pollicis brevis tendons in the first dorsal wrist compartment. The presenting symptoms are usually pain and tenderness at the radial styloid. The cause is almost always related to OVERUSE INJURY or is associated with RHEUMATOID ARTHRITIS.
D053706	Typhlitis	"Necrotizing inflammation of the CECUM (""typhlon"" in Greek), sometimes spreading to the APPENDIX and/or the ILEUM. Symptoms include ABDOMINAL PAIN and DIARRHEA. Its pathogenesis is multifactorial. Typhlitis is often associated with NEUTROPENIA and chemotherapy in immunocompromised individuals (IMMUNOCOMPROMISED HOST)."
D053713	Azoospermia	A condition of having no sperm present in the ejaculate (SEMEN).
D053714	Aspermia	A condition characterized by the complete absence of SEMEN. This disorder should be differentiated from AZOOSPERMIA, absence of sperm in the semen.
D053717	Pneumonia, Ventilator-Associated	Serious INFLAMMATION of the LUNG in patients who required the use of PULMONARY VENTILATOR. It is usually caused by bacterial CROSS INFECTION in hospitals.
D053718	Scleromyxedema	A connective tissue disorder characterized by widespread thickening of SKIN with a cobblestone-like appearance. It is caused by proliferation of FIBROBLASTS and deposition of MUCIN in the DERMIS in the absence of thyroid disease. Most scleromyxedema cases are associated with a MONOCLONAL GAMMOPATHY, immunoglobulin IgG-lambda.
D053821	Cardiovascular Infections	Pathological conditions of the CARDIOVASCULAR SYSTEM caused by infections.
D053836	DNA Degradation, Necrotic	The random catabolism of DNA accompanying the irreversible damage to tissue which leads to the pathological death of one or more cells.
D053840	Brugada Syndrome	An autosomal dominant defect of cardiac conduction that is characterized by an abnormal ST-segment in leads V1-V3 on the ELECTROCARDIOGRAM resembling a right BUNDLE-BRANCH BLOCK; high risk of VENTRICULAR TACHYCARDIA; or VENTRICULAR FIBRILLATION; SYNCOPAL EPISODE; and possible sudden death. This syndrome is linked to mutations of gene encoding the cardiac SODIUM CHANNEL alpha subunit.
D053842	Microsatellite Instability	The occurrence of highly polymorphic mono- and dinucleotide MICROSATELLITE REPEATS in somatic cells. It is a form of genome instability associated with defects in DNA MISMATCH REPAIR.
D054000	Nevus, Sebaceous of Jadassohn	A syndrome characterized by lesions occurring on the face, scalp, or neck which consist of congenital hypoplastic malformations of cutaneous structures and which over time undergo verrucous hyperplasia. Additionally it is associated with neurological symptoms and skeletal, ophthalmological, urogenital, and cardiovascular abnormalities.
D054019	Immune Reconstitution Inflammatory Syndrome	Exuberant inflammatory response towards a previously acquired or undiagnosed opportunistic infection. It is frequently seen in AIDS patients following antiretroviral treatment.
